#YY,MM,DD,hh,mm,WVHT,DPD,APD,MWD,WTMP,SwH,SwP,WWH,WWP,SwD,WWD
2025,11,14,16,56,0.6,4,3.5,58,16.6,0.1,14.3,0.5,9.1,ESE,SE
2025,11,14,16,26,0.6,4,3.5,63,16.6,0.1,14.3,0.5,3.9,ESE,ENE
2025,11,14,15,56,0.6,4,3.4,56,16.6,0.1,10.5,0.5,3.7,ESE,ENE
2025,11,14,15,26,0.6,4,3.4,58,16.6,0.1,10.5,0.6,4,ESE,ENE
2025,11,14,14,56,0.6,4,3.4,62,16.6,0.1,10.5,0.6,4,ESE,NE
2025,11,14,14,26,0.6,4,3.4,59,16.6,0.1,10.5,0.6,3.9,ESE,ENE
2025,11,14,13,56,0.6,3,3.4,49,16.6,0.1,14.3,0.6,4.2,ESE,ENE
2025,11,14,13,26,0.6,3,3.3,52,16.6,0.1,12.5,0.6,4,ESE,ENE
2025,11,14,12,56,0.6,4,3.2,46,16.6,0.1,11.8,0.6,3.5,E,NE
2025,11,14,12,26,0.6,3,3.2,39,16.5,0.1,11.1,0.6,3.5,E,NE
2025,11,14,11,56,0.6,3,3.2,35,16.6,0.1,14.3,0.6,3.6,ENE,NE
2025,11,14,11,26,0.6,3,3.1,27,16.6,0.1,15.4,0.5,3.1,ENE,NE
2025,11,14,10,56,0.5,3,3.1,15,16.6,0.1,14.3,0.6,3.1,SE,NE
2025,11,14,10,26,0.5,3,3.1,358,16.6,0.1,13.3,0.6,3.1,ENE,NNE
2025,11,14,9,56,0.4,9,3.1,132,16.6,0.1,10.5,0.5,2.9,ESE,NNE
2025,11,14,9,26,0.4,9,3.8,132,16.6,0.1,13.3,0.5,2.6,E,N
2025,11,14,8,56,0.3,5,4.7,176,16.6,0.1,15.4,0.4,9.1,SE,SE
2025,11,14,8,26,0.3,5,4.8,177,16.7,0.1,10.5,0.3,9.1,ESE,SE
2025,11,14,7,56,0.3,5,4.8,167,16.7,0.1,10.5,0.3,5,ESE,S
2025,11,14,7,26,0.3,9,4.7,136,16.7,0.1,11.1,0.3,5.3,SE,S
2025,11,14,6,56,0.4,6,4.6,164,16.7,0.1,14.3,0.3,5,ESE,SSE
2025,11,14,6,26,0.4,5,4.5,162,16.7,0.1,15.4,0.3,9.1,ESE,SE
2025,11,14,5,56,0.3,6,4.5,148,16.7,0.1,15.4,0.3,5.6,ESE,SSE
2025,11,14,5,26,0.4,5,4.4,152,16.7,0.1,10.5,0.3,5.3,ESE,SSE
2025,11,14,4,56,0.3,6,4.5,160,16.7,0.1,16.7,0.3,5.9,SE,SSE
2025,11,14,4,26,0.3,6,4.5,164,16.8,0.1,11.8,0.3,5,ESE,SSE
2025,11,14,3,56,0.3,6,4.2,170,16.8,0.1,14.3,0.3,5.6,ESE,SSE
2025,11,14,3,26,0.3,6,4.5,166,16.9,0.1,15.4,0.3,5.9,ESE,SSE
2025,11,14,2,56,0.4,6,4.3,169,17,0.1,11.1,0.3,5.6,SE,S
2025,11,14,2,26,0.3,6,4,171,17.1,0.1,13.3,0.3,5.6,ESE,SSE
2025,11,14,1,56,0.4,6,4.4,166,17.1,0.1,14.3,0.3,5.9,ESE,S
2025,11,14,1,26,0.4,6,4.6,173,17.1,0.1,14.3,0.3,5.9,ESE,S
2025,11,14,0,56,0.4,6,4.5,169,17.1,0.1,15.4,0.3,6.2,ESE,SSE
2025,11,14,0,26,0.4,6,4.3,176,17.1,0.1,15.4,0.3,5.9,E,S
2025,11,13,23,56,0.4,6,4.1,173,17.1,0.1,15.4,0.4,6.2,E,S
2025,11,13,23,26,0.4,6,4.1,173,17.2,0.1,11.1,0.4,6.2,SE,S
2025,11,13,22,56,0.5,6,3.8,177,17.1,0.1,10.5,0.4,5.9,ESE,S
2025,11,13,22,26,0.5,6,3.6,181,17,0.1,16.7,0.4,6.2,SE,S
2025,11,13,21,56,0.5,7,3.3,170,17.1,0.1,14.3,0.4,5.6,E,S
2025,11,13,21,26,0.5,6,3.2,184,17.1,0.1,15.4,0.5,5.9,ESE,S
2025,11,13,20,56,0.5,6,3.3,181,17.1,0.1,16.7,0.5,6.7,ESE,S
2025,11,13,20,26,0.5,6,3.2,184,17.1,0.1,16.7,0.5,6.2,SE,S
2025,11,13,19,56,0.5,6,3.3,178,17.1,0.1,16.7,0.5,5.9,SSE,S
2025,11,13,19,26,0.5,6,3.6,169,17.1,0.1,16.7,0.5,5.9,E,S
2025,11,13,18,56,0.5,6,3.7,169,17.1,0.1,16.7,0.5,5.6,SE,S
2025,11,13,18,26,0.5,5,3.5,177,17.1,0.1,16.7,0.5,6.2,SE,S
2025,11,13,17,56,0.6,6,3.6,166,17.1,0.1,16.7,0.5,6.2,ESE,S
2025,11,13,17,26,0.6,7,3.6,169,17.1,0.1,16.7,0.5,5,E,S
2025,11,13,16,56,0.5,7,3.6,170,17,0.1,16.7,0.6,5.6,E,SSE
2025,11,13,16,26,0.5,3,3.5,357,17,0.1,15.4,0.5,6.7,ENE,S
2025,11,13,15,56,0.5,6,3.4,170,17,0.1,15.4,0.5,6.7,E,S
2025,11,13,15,26,0.5,3,3.3,347,17,0.1,15.4,0.5,2.8,ESE,N
2025,11,13,14,56,0.5,7,3.3,174,16.9,0.1,15.4,0.5,6.2,E,S
2025,11,13,14,26,0.5,7,3.3,177,16.9,0.1,15.4,0.5,2.9,ESE,NNW
2025,11,13,13,56,0.5,6,3.4,173,16.9,0.1,11.8,0.5,6.7,SE,S
2025,11,13,13,26,0.6,7,3.3,178,16.9,0.1,15.4,0.5,6.7,ESE,S
2025,11,13,12,56,0.6,7,3.3,176,16.9,0.1,16.7,0.5,6.2,NE,S
2025,11,13,12,26,0.6,3,3.3,315,16.8,0.1,13.3,0.6,6.7,SE,S
2025,11,13,11,56,0.6,7,3.4,180,16.9,0.1,16.7,0.6,7.1,E,S
2025,11,13,11,26,0.6,7,3.5,176,16.8,0.1,16.7,0.6,2.6,S,NW
2025,11,13,10,56,0.7,7,3.4,181,16.9,0.1,16.7,0.6,6.7,ESE,S
2025,11,13,10,26,0.7,6,3.4,184,16.9,0.1,16.7,0.6,7.1,E,S
2025,11,13,9,56,0.7,3,3.4,277,16.9,0.1,15.4,0.7,6.7,SE,S
2025,11,13,9,26,0.7,3,3.4,267,16.9,0.1,16.7,0.7,5.9,NE,S
2025,11,13,8,56,0.8,5,3.5,188,16.9,0.1,16.7,0.7,2.6,N,W
2025,11,13,8,26,0.8,7,3.5,177,17,0.1,15.4,0.7,2.8,SSE,W
2025,11,13,7,56,0.8,7,3.4,185,17.2,0.1,16.7,0.7,5.3,E,S
2025,11,13,7,26,0.8,7,3.5,184,17.2,0.1,16.7,0.8,7.1,NE,S
2025,11,13,6,56,0.8,7,3.4,183,17.2,0.1,16.7,0.8,6.7,NNW,S
2025,11,13,6,26,0.8,7,3.6,176,17.2,0.1,16.7,0.8,6.7,SSE,S
2025,11,13,5,56,0.8,7,3.6,183,17.1,0.1,15.4,0.8,6.7,SE,S
2025,11,13,5,26,0.9,7,3.6,187,17.1,0.1,10.5,0.8,7.1,SE,S
2025,11,13,4,56,0.9,7,3.6,176,17.1,0.1,16.7,0.8,6.7,SE,S
2025,11,13,4,26,0.9,7,3.7,183,17.1,0.1,10.5,0.8,6.7,SE,S
2025,11,13,3,56,0.9,4,3.6,184,17.1,0.1,16.7,0.9,6.7,SE,S
2025,11,13,3,26,0.8,7,3.6,180,17.1,0.1,11.1,0.9,6.7,S,S
2025,11,13,2,56,0.8,6,3.7,183,17.1,0.1,10.5,0.9,4.2,SSE,S
2025,11,13,2,26,0.8,6,3.6,180,17.1,0.1,16.7,0.8,6.7,E,S
2025,11,13,1,56,0.8,4,3.7,190,17.1,0.1,16.7,0.8,6.2,S,S
2025,11,13,1,26,0.8,7,3.8,181,17.1,0.1,10.5,0.8,6.2,SE,S
2025,11,13,0,56,0.8,5,3.9,190,17.1,0.1,16.7,0.8,4.3,E,S
2025,11,13,0,26,0.8,4,3.8,193,17.1,0.1,16.7,0.8,6.7,SE,S
2025,11,12,23,56,0.8,6,3.8,187,17.1,0.1,10.5,0.8,5,SSE,S
2025,11,12,23,26,0.9,5,3.9,191,17.1,0.1,18.2,0.8,4.2,E,SSW
2025,11,12,22,56,1,7,4.1,184,17.1,0.1,18.2,0.8,6.2,ESE,S
2025,11,12,22,26,1,4,3.9,198,17.1,0.1,14.3,0.9,4.5,SE,S
2025,11,12,21,56,1,5,4,194,17.1,0.1,10.5,1,6.7,ESE,S
2025,11,12,21,26,1.1,4,4.1,198,17.1,0.1,11.1,1,4.2,SSE,SSW
2025,11,12,20,56,1,4,3.9,195,17.1,0.1,15.4,1,4.5,SE,SSW
2025,11,12,20,26,1.1,7,4.1,191,17.1,0.1,10.5,1.1,4.2,SE,SSW
2025,11,12,19,56,1,6,3.9,187,17.1,0.1,10.5,1,4.3,SE,SSW
2025,11,12,19,26,1,4,3.9,193,17.1,0.1,10.5,1.1,6.7,ESE,S
2025,11,12,18,56,1,7,3.9,187,17.1,0.1,10.5,1,5.9,ESE,S
2025,11,12,18,26,1,6,3.9,188,17.1,0.1,15.4,1,4.3,ESE,SSW
2025,11,12,17,56,1,6,4,191,17.1,0.1,11.1,1,6.7,SE,S
2025,11,12,17,26,0.9,6,3.9,191,17.2,0.1,10.5,1,6.2,E,S
2025,11,12,16,56,0.9,6,3.8,194,17.2,0.1,11.1,1,6.2,ESE,S
2025,11,12,16,26,0.9,5,3.7,194,17.2,0.1,11.1,0.9,6.2,ESE,S
2025,11,12,15,56,1,5,3.6,198,17.2,0.1,11.1,0.9,5.6,ESE,SSW
2025,11,12,15,26,1,5,3.6,197,17.2,0.2,10.5,0.9,4.8,ESE,SSW
2025,11,12,14,56,1,4,3.6,200,17,0.1,11.1,1,4.5,ESE,SSW
2025,11,12,14,26,1,4,3.5,207,16.8,0.1,11.1,0.9,4.5,SE,SSW
2025,11,12,13,56,1.1,5,3.5,200,16.8,0.2,11.1,1,4.2,ESE,SSW
2025,11,12,13,26,1,4,3.5,201,16.8,0.1,10.5,1,3.9,ESE,SSW
2025,11,12,12,56,1,4,3.5,202,16.8,0.2,11.1,1.1,4.5,E,SSW
2025,11,12,12,26,0.9,4,3.3,207,16.9,0.2,10.5,1,4.2,E,SSW
2025,11,12,11,56,0.9,4,3.4,204,17,0.2,11.1,1,4.2,ESE,SSW
2025,11,12,11,26,0.9,4,3.4,204,17.1,0.2,11.8,0.9,3.6,ESE,SSW
2025,11,12,10,56,1,3,3.4,214,17.1,0.2,11.8,0.9,4,E,SSW
2025,11,12,10,26,1,4,3.3,201,17.2,0.2,11.1,0.9,3.9,SE,SSW
2025,11,12,9,56,0.9,3,3.3,215,17.3,0.2,11.1,0.9,3.5,E,SW
2025,11,12,9,26,0.9,4,3.3,214,17.4,0.2,11.8,0.9,4.2,E,SSW
2025,11,12,8,56,0.8,4,3.2,207,17.4,0.2,11.8,0.9,3.5,ESE,SW
2025,11,12,8,26,0.9,3,3.2,212,17.5,0.2,12.5,0.8,3.7,E,SW
2025,11,12,7,56,0.8,3,3.2,236,17.5,0.2,11.8,0.8,3.7,ESE,SSW
2025,11,12,7,26,0.8,3,3.1,232,17.4,0.2,12.5,0.8,3.5,SE,SSW
2025,11,12,6,56,0.8,3,3.1,215,17.3,0.2,12.5,0.8,2.8,ESE,SW
2025,11,12,6,26,0.8,3,3.1,218,17.4,0.1,11.1,0.8,3,SE,SW
2025,11,12,5,56,0.7,3,3.1,211,17.3,0.2,11.8,0.8,3.1,E,SW
2025,11,12,5,26,0.7,3,3,211,17.3,0.1,15.4,0.8,3.2,SSE,SW
2025,11,12,4,56,0.7,3,3,232,17.4,0.1,16.7,0.7,3.2,SE,SSW
2025,11,12,4,26,0.6,3,3.1,216,17.3,0.1,15.4,0.7,3.2,E,SSW
2025,11,12,3,56,0.6,7,3,181,17.4,0.1,16.7,0.7,2.7,ESE,SW
2025,11,12,3,26,0.5,7,3.1,176,17.4,0.1,16.7,0.6,3,ESE,SW
2025,11,12,2,56,0.5,7,3.1,173,17.5,0.1,15.4,0.6,6.7,ESE,S
2025,11,12,2,26,0.5,7,3.1,169,17.5,0.1,16.7,0.5,7.1,ESE,S
2025,11,12,1,56,0.5,7,3.2,166,17.5,0.1,16.7,0.5,7.1,ESE,S
2025,11,12,1,26,0.6,7,3.2,177,17.5,0.1,16.7,0.5,7.1,ESE,S
2025,11,12,0,56,0.6,8,3.3,167,17.6,0.1,16.7,0.5,7.1,ESE,SSE
2025,11,12,0,26,0.6,3,3.1,249,17.6,0.1,16.7,0.6,6.7,SE,S
2025,11,11,23,56,0.6,3,3.2,253,17.6,0.1,16.7,0.6,7.7,E,SSE
2025,11,11,23,26,0.6,3,3.2,253,17.7,0.1,16.7,0.6,2.6,ESE,WSW
2025,11,11,22,56,0.7,3,3.1,259,17.7,0.1,16.7,0.6,2.7,SSE,WSW
2025,11,11,22,26,0.7,3,3.2,266,17.7,0.1,16.7,0.6,2.9,ESE,WSW
2025,11,11,21,56,0.8,3,3.2,271,17.7,0.1,16.7,0.7,2.9,ESE,W
2025,11,11,21,26,0.7,3,3.2,273,17.7,0.1,16.7,0.7,2.9,ESE,W
2025,11,11,20,56,0.8,3,3.2,273,17.7,0.1,16.7,0.7,3,SE,W
2025,11,11,20,26,0.8,3,3.2,273,17.8,0.1,16.7,0.7,3.1,E,W
2025,11,11,19,56,0.8,3,3.2,278,17.8,0.1,18.2,0.8,3,SW,W
2025,11,11,19,26,0.8,3,3.3,274,17.8,0.1,16.7,0.8,3.1,ESE,W
2025,11,11,18,56,0.8,3,3.2,274,17.8,0.1,10.5,0.8,3.2,SSE,W
2025,11,11,18,26,0.8,3,3.3,277,17.8,0.1,16.7,0.8,3.2,WNW,W
2025,11,11,17,56,0.8,3,3.4,278,17.9,0.1,10.5,0.8,3,SE,W
2025,11,11,17,26,0.8,3,3.3,283,17.9,0.1,10.5,0.8,3.1,SE,W
2025,11,11,16,56,0.8,3,3.3,297,17.9,0.1,10.5,0.8,3.2,S,W
2025,11,11,16,26,0.8,3,3.4,290,17.9,0.1,10.5,0.8,3.3,SE,WNW
2025,11,11,15,56,0.8,3,3.4,291,17.8,0.1,10.5,0.8,3.2,SE,WNW
2025,11,11,15,26,0.9,3,3.3,285,17.8,0.1,10.5,0.8,3.5,S,WNW
2025,11,11,14,56,0.9,3,3.3,280,17.9,0.1,11.1,0.8,3.3,S,WNW
2025,11,11,14,26,0.8,3,3.3,273,17.9,0.1,10.5,0.8,3.3,SSE,WNW
2025,11,11,13,56,0.8,3,3.3,263,17.9,0.1,16.7,0.8,3.5,WSW,W
2025,11,11,13,26,0.8,3,3.2,267,17.9,0.1,10.5,0.8,3,S,W
2025,11,11,12,56,0.8,3,3.2,270,17.9,0.1,11.1,0.8,3.2,S,W
2025,11,11,12,26,0.9,4,3.3,268,18,0.1,11.1,0.8,3.5,S,W
2025,11,11,11,56,1,3,3.3,268,18,0.1,10.5,0.8,3.2,SSE,W
2025,11,11,11,26,0.9,4,3.3,274,18.1,0.1,10.5,0.9,3.6,SW,W
2025,11,11,10,56,1,4,3.5,271,18.1,0.1,10.5,0.9,3.5,SSW,W
2025,11,11,10,26,1,3,3.4,278,18.1,0.1,10.5,0.9,3.7,S,W
2025,11,11,9,56,1,4,3.4,271,18.2,0.1,10.5,1,3.7,SE,W
2025,11,11,9,26,1.1,4,3.6,275,18.2,0.1,10.5,1,3.5,S,W
2025,11,11,8,56,1.1,4,3.5,273,18.2,0.1,10.5,1,3.7,S,W
2025,11,11,8,26,1.1,4,3.5,273,18.3,0.1,10.5,1.1,3.9,SSW,W
2025,11,11,7,56,1.2,4,3.6,280,18.3,0.1,10.5,1.1,3.9,SE,W
2025,11,11,7,26,1.1,4,3.4,273,18.3,0.1,10.5,1.1,3.9,SSW,W
2025,11,11,6,56,1.1,4,3.5,275,18.4,0.1,10.5,1.2,3.9,SSE,W
2025,11,11,6,26,1.1,4,3.5,291,18.4,0.1,11.1,1.1,3.9,SE,W
2025,11,11,5,56,1.1,4,3.6,291,18.4,0.1,18.2,1.1,3.6,NNE,W
2025,11,11,5,26,1.2,4,3.7,294,18.4,0.1,18.2,1.1,3.7,NW,WNW
2025,11,11,4,56,1.2,4,3.6,308,18.4,0.1,10.5,1.1,3.6,ENE,WNW
2025,11,11,4,26,1.1,4,3.5,312,18.4,0.1,10.5,1.2,3.7,ESE,WNW
2025,11,11,3,56,1,3,3.4,301,18.3,0.1,11.1,1.2,3.6,SE,NW
2025,11,11,3,26,0.8,3,3.3,277,18.4,0.1,11.1,1.1,3.6,ESE,NW
2025,11,11,2,56,0.7,7,3.5,174,18.4,0.1,10.5,1,3.5,ESE,WNW
2025,11,11,2,26,0.6,7,3.8,173,18.4,0.1,10.5,0.8,2.9,SE,W
2025,11,11,1,56,0.7,7,3.7,171,18.4,0.1,11.1,0.7,7.1,ESE,S
2025,11,11,1,26,0.7,7,3.5,170,18.5,0.1,10.5,0.6,6.7,SE,S
2025,11,11,0,56,0.8,7,3.6,171,18.5,0.1,11.1,0.7,6.7,SE,S
2025,11,11,0,26,0.7,7,3.7,169,18.5,0.1,10.5,0.7,7.1,ESE,S
2025,11,10,23,56,0.6,7,3.5,167,18.5,0.1,10.5,0.8,7.1,SE,S
2025,11,10,23,26,0.6,7,3.6,166,18.5,0.1,10.5,0.7,6.7,SE,S
2025,11,10,22,56,0.7,7,3.5,170,18.5,0.1,10.5,0.6,7.1,SE,SSE
2025,11,10,22,26,0.7,7,3.4,159,18.6,0.1,10.5,0.6,7.1,ESE,SSE
2025,11,10,21,56,0.7,3,3.3,263,18.6,0.1,11.1,0.7,7.1,SE,S
2025,11,10,21,26,0.7,3,3.3,277,18.6,0.1,11.8,0.7,7.1,SE,SSE
2025,11,10,20,56,0.6,3,3.2,283,18.6,0.1,10.5,0.7,2.9,SE,W
2025,11,10,20,26,0.6,3,3.3,280,18.6,0.1,10.5,0.7,2.9,SE,W
2025,11,10,19,56,0.7,6,3.3,167,18.6,0.1,11.1,0.6,2.8,ESE,WNW
2025,11,10,19,26,0.7,3,3.2,298,18.6,0.1,11.8,0.6,2.9,SE,W
2025,11,10,18,56,0.7,3,3.4,308,18.6,0.1,10.5,0.7,6.2,ESE,SSE
2025,11,10,18,26,0.7,6,3.4,178,18.6,0.2,10.5,0.7,2.9,ESE,WNW
2025,11,10,17,56,0.7,3,3.5,306,18.6,0.1,10.5,0.7,2.9,ESE,NW
2025,11,10,17,26,0.8,6,3.6,178,18.6,0.1,10.5,0.7,5.9,ESE,S
2025,11,10,16,56,0.8,3,3.4,316,18.6,0.1,11.1,0.7,2.9,ESE,NW
2025,11,10,16,26,0.8,6,3.6,153,18.6,0.1,10.5,0.8,5.9,ESE,S
2025,11,10,15,56,0.8,6,3.6,173,18.6,0.1,10.5,0.8,2.9,ESE,NW
2025,11,10,15,26,0.9,6,3.9,160,18.6,0.1,11.1,0.8,6.2,ESE,SSE
2025,11,10,14,56,0.9,6,3.8,160,18.6,0.1,10.5,0.8,5.9,SE,S
2025,11,10,14,26,0.9,3,3.6,342,18.6,0.1,11.1,0.9,6.2,ESE,SSE
2025,11,10,13,56,0.9,3,3.6,336,18.6,0.1,10.5,0.9,6.2,SE,SSE
2025,11,10,13,26,1,3,3.7,339,18.6,0.1,10.5,0.9,3.3,ESE,NNW
2025,11,10,12,56,1,6,3.5,156,18.6,0.1,10.5,0.9,3.1,ESE,NNW
2025,11,10,12,26,0.9,6,3.6,157,18.6,0.1,11.1,1,3.2,ESE,NNW
2025,11,10,11,56,0.8,6,3.6,162,18.6,0.1,10.5,1,6.2,E,SSE
2025,11,10,11,26,0.8,6,3.7,153,18.6,0.1,10.5,0.8,5.9,ESE,SSE
2025,11,10,10,56,0.8,7,3.8,149,18.6,0.1,10.5,0.8,5.9,SE,SSE
2025,11,10,10,26,0.8,6,3.9,167,18.6,0.1,10.5,0.8,6.2,ESE,SSE
2025,11,10,9,56,0.8,6,4.3,160,18.6,0.1,11.1,0.8,6.7,ESE,SSE
2025,11,10,9,26,0.8,6,4.5,162,18.6,0.1,10.5,0.7,5.9,SE,SSE
2025,11,10,8,56,0.8,6,4.6,157,18.6,0.1,11.8,0.8,5.9,ESE,SSE
2025,11,10,8,26,0.9,6,4.2,157,18.6,0.1,11.1,0.8,6.2,ESE,SSE
2025,11,10,7,56,1,6,4,166,18.6,0.1,11.1,0.8,6.2,SE,SSE
2025,11,10,7,26,0.9,6,4.5,164,18.6,0.1,10.5,0.9,6.2,ESE,SSE
2025,11,10,6,56,1,6,4.5,167,18.6,0.1,10.5,0.9,6.2,ESE,SSE
2025,11,10,6,26,1,6,4.6,166,18.6,0.1,10.5,0.9,6.2,ESE,SSE
2025,11,10,5,56,1,6,4.9,167,18.7,0.1,10.5,1,6.2,ESE,SSE
2025,11,10,5,26,1,6,4.8,162,18.7,0.2,11.1,1,5.9,SE,SSE
2025,11,10,4,56,1,6,4.6,170,18.7,0.2,11.1,0.9,6.2,ESE,SSE
2025,11,10,4,26,1,6,4.4,160,18.7,0.1,10.5,1,6.2,SE,SSE
2025,11,10,3,56,1.1,6,4.5,167,18.7,0.2,11.1,0.9,5.9,ESE,S
2025,11,10,3,26,1.1,6,4.3,167,18.7,0.1,11.1,1,6.2,ESE,SSE
2025,11,10,2,56,1.1,6,4.4,169,18.7,0.1,10.5,1.1,6.2,ESE,SSE
2025,11,10,2,26,1,7,4.4,145,18.7,0.1,10.5,1.1,6.2,SE,SSE
2025,11,10,1,56,1.1,7,4.5,149,18.7,0.1,10.5,1.1,5.9,SSE,S
2025,11,10,1,26,1.1,6,4.5,169,18.7,0.2,10.5,1,7.1,SE,SE
2025,11,10,0,56,1,7,4.4,146,18.7,0.1,11.1,1.1,6.7,ESE,SSE
2025,11,10,0,26,1,6,4.5,171,18.8,0.1,11.1,1.1,5.9,ESE,S
2025,11,9,23,56,1.1,7,4.7,153,18.8,0.2,10.5,1,7.1,SE,SE
2025,11,9,23,26,1,7,4.6,153,18.8,0.2,10.5,1,5.6,ESE,S
2025,11,9,22,56,1,6,4.6,160,18.8,0.2,10.5,1.1,6.7,SE,SSE
2025,11,9,22,26,1,7,4.5,148,18.9,0.2,10.5,1,6.7,SE,SSE
2025,11,9,21,56,1.1,7,4.9,156,18.9,0.1,11.1,1,6.2,SE,SSE
2025,11,9,21,26,1,6,4.6,164,18.9,0.2,10.5,0.9,7.1,ESE,SSE
2025,11,9,20,56,1.1,8,4.5,148,18.8,0.1,10.5,1.1,6.7,SE,SSE
2025,11,9,20,26,1.1,7,4.7,155,18.8,0.2,10.5,1,6.2,ESE,SSE
2025,11,9,19,56,1.1,8,4.8,145,18.9,0.1,10.5,1.1,7.7,ESE,SSE
2025,11,9,19,26,1.1,7,4.8,155,18.9,0.2,10.5,1.1,6.7,ESE,SSE
2025,11,9,18,56,1.1,7,4.7,157,18.9,0.2,11.1,1.1,7.7,SE,SE
2025,11,9,18,26,1.1,8,4.5,148,18.9,0.2,11.1,1.1,7.1,ESE,SSE
2025,11,9,17,56,1.2,6,4.5,171,18.8,0.2,11.1,1,6.7,ESE,SSE
2025,11,9,17,26,1.1,6,4.5,171,18.8,0.2,10.5,1.1,7.7,SE,SSE
2025,11,9,16,56,1.1,7,4.5,152,18.8,0.2,11.1,1.1,5.9,SE,S
2025,11,9,16,26,1.2,7,4.6,153,18.8,0.2,11.1,1.1,5.6,SE,S
2025,11,9,15,56,1,7,4.5,155,18.8,0.2,11.1,1.1,6.7,SE,SSE
2025,11,9,15,26,0.9,5,4.4,169,18.8,0.2,11.1,1.1,6.7,SE,SSE
2025,11,9,14,56,0.9,6,4.5,159,18.8,0.2,11.1,1,6.7,SE,SSE
2025,11,9,14,26,0.9,5,4.6,164,18.8,0.2,10.5,0.9,5,ESE,S
2025,11,9,13,56,0.9,5,4.6,167,18.8,0.2,11.1,0.9,5.6,SE,SSE
2025,11,9,13,26,0.8,5,4.7,160,18.8,0.2,11.1,0.9,5,ESE,SSE
2025,11,9,12,56,0.8,5,4.8,160,18.8,0.2,11.1,0.9,4.8,SE,SSE
2025,11,9,12,26,0.8,5,4.8,156,18.7,0.2,11.1,0.8,5,ESE,SSE
2025,11,9,11,56,0.7,5,4.7,150,18.7,0.2,11.8,0.8,5,ESE,SSE
2025,11,9,11,26,0.7,11,4.5,119,18.8,0.2,11.1,0.7,5,ESE,SSE
2025,11,9,10,56,0.6,11,4.7,112,18.8,0.2,10.5,0.6,5.3,ESE,SSE
2025,11,9,10,26,0.6,11,5.1,119,18.7,0.2,11.1,0.6,6.7,ESE,SE
2025,11,9,9,56,0.6,11,5.2,118,18.7,0.2,10.5,0.6,5.9,ESE,SE
2025,11,9,9,26,0.6,7,5,129,18.7,0.2,11.1,0.6,6.7,ESE,SE
2025,11,9,8,56,0.6,11,5,117,18.8,0.2,11.1,0.5,5.6,ESE,SE
2025,11,9,8,26,0.6,5,5,142,18.8,0.2,11.1,0.5,7.1,ESE,SE
2025,11,9,7,56,0.6,11,4.9,124,18.8,0.2,11.1,0.5,4.5,ESE,S
2025,11,9,7,26,0.6,12,5.1,110,18.8,0.2,11.1,0.6,5.3,ESE,SE
2025,11,9,6,56,0.6,11,4.8,119,18.8,0.2,11.1,0.5,7.7,SE,SE
2025,11,9,6,26,0.6,11,4.8,126,18.8,0.2,11.8,0.5,5.6,ESE,SE
2025,11,9,5,56,0.6,5,4.7,162,18.8,0.2,11.1,0.6,9.9,ESE,ESE
2025,11,9,5,26,0.6,11,4.7,119,18.8,0.2,11.1,0.6,5.3,SE,SSE
2025,11,9,4,56,0.6,12,4.8,115,18.7,0.2,11.8,0.6,5,ESE,SSE
2025,11,9,4,26,0.6,5,4.6,160,18.7,0.2,11.1,0.6,5,ESE,SSE
2025,11,9,3,56,0.6,6,4.6,146,18.7,0.2,11.8,0.6,5.3,ESE,SSE
2025,11,9,3,26,0.7,5,4.5,156,18.7,0.2,11.1,0.6,5.3,ESE,SSE
2025,11,9,2,56,0.7,5,4.5,157,18.7,0.2,11.8,0.6,5.9,ESE,SE
2025,11,9,2,26,0.7,5,4.8,160,18.7,0.2,11.1,0.6,5.3,SE,SSE
2025,11,9,1,56,0.6,5,4.7,166,18.6,0.2,11.8,0.6,5,SE,SSE
2025,11,9,1,26,0.6,5,4.8,160,18.7,0.2,11.1,0.6,5.3,ESE,SSE
2025,11,9,0,56,0.6,6,5,149,18.7,0.2,11.1,0.6,5,ESE,SSE
2025,11,9,0,26,0.6,5,4.8,164,18.7,0.2,11.1,0.6,5.3,ESE,SSE
2025,11,8,23,56,0.7,6,4.8,156,18.7,0.2,11.1,0.6,5.6,ESE,SSE
2025,11,8,23,26,0.7,6,4.7,157,18.7,0.2,10.5,0.6,5.3,SE,SSE
2025,11,8,22,56,0.7,6,4.6,146,18.7,0.2,10.5,0.7,5.6,ESE,SSE
2025,11,8,22,26,0.7,6,4.4,157,18.7,0.2,10.5,0.7,5.6,ESE,SSE
2025,11,8,21,56,0.7,6,4.2,164,18.7,0.2,11.1,0.7,5.9,ESE,SE
2025,11,8,21,26,0.8,6,4.1,163,18.7,0.2,10.5,0.7,5.6,ESE,SSE
2025,11,8,20,56,0.8,6,4.3,156,18.7,0.2,10.5,0.7,5.6,ESE,SSE
2025,11,8,20,26,0.7,6,4.2,156,18.7,0.2,11.8,0.7,5.9,SE,SSE
2025,11,8,19,56,0.7,5,4.3,169,18.7,0.2,11.8,0.7,5.6,SE,SSE
2025,11,8,19,26,0.7,6,4.6,148,18.8,0.2,10.5,0.7,5.9,SE,SSE
2025,11,8,18,56,0.7,6,4.4,155,18.8,0.2,11.1,0.7,5.3,ESE,S
2025,11,8,18,26,0.7,6,4.5,153,18.7,0.2,11.1,0.7,6.2,ESE,SSE
